7.834118,1
7.834118,3
8.353169,1
8.353169,3
8.78721,0
8.78721,2
8.78721,4
9.271304,0
9.271304,4
9.756173,1
9.756173,3
10.24013,1
10.24013,3
10.67386,1
10.67386,3
10.67386,4
11.60882,1
11.60882,1
11.60882,3
12.10955,1
12.10955,2
12.10955,3
12.59292,6
13.04355,0
13.04355,2
13.04355,3
13.51079,2
13.51079,4
13.87782,1
13.87782,2
14.37834,2
14.37834,3
14.37834,4
14.86276,1
14.86276,2
15.38037,1
15.38037,3
15.79793,3
15.79793,4
16.23243,1
16.23243,3
16.71665,2
16.71665,3
17.23392,0
17.23392,3
17.23392,4
17.71843,1
17.71843,3
18.21862,1
18.21862,2
18.21862,4
18.60412,2
18.60412,4
19.07152,0
19.07152,0
19.53938,1
19.53938,2
19.95713,1
19.95713,2
20.4912,2
20.4912,1
20.97527,5
21.44275,1
21.44275,3
21.94325,0
21.94325,1
22.42847,2
22.42847,4
22.87914,0
22.87914,6
23.34624,2
23.34624,3
23.81309,1
23.81309,2
23.81309,3
24.24947,0
24.24947,4
24.70071,0
24.70071,6
25.21845,1
25.21845,3
25.68555,0
25.68555,4
26.10325,2
26.10325,3
26.57116,1
26.57116,3
27.09096,3
27.09096,4
27.55818,0
27.55818,3
27.99238,3
27.99238,4
28.4764,1
28.4764,3
28.96056,2
28.96056,3
29.42842,2
29.42842,4
29.87934,1
29.87934,3
30.34705,4
30.34705,2
30.81496,1
30.81496,3
31.29859,2
31.29859,5
31.78275,0
31.78275,2
32.23319,2
32.23319,3
32.68456,1
32.68456,3
33.1853,2
33.63572,0
33.63572,2
34.12115,1
34.12115,3
34.55553,1
34.55553,4
35.07262,3
35.07262,4
35.50669,0
35.50669,2
35.97455,3
35.97455,4
36.40826,1
36.40826,3
36.89303,2
36.89303,4
37.36038,0
37.36038,2
37.82766,3
37.82766,4
38.27813,1
38.27813,3
38.81303,4
39.26537,0
39.26537,2
39.68269,3
39.68269,4
40.16655,1
40.16655,3
40.63384,2
40.63384,0
41.15131,2
41.15131,4
41.63506,1
41.63506,3
42.10307,1
42.10307,3
42.10307,4
42.57021,0
42.57021,1
43.05482,1
43.05482,2
43.50535,0
43.50535,4
43.98892,0
43.98892,4
44.4063,0
44.4063,4
45.34128,1
45.34128,3
45.79143,1
45.79143,3
46.29311,0
46.29311,6
46.74529,1
46.74529,4
47.24641,1
47.24641,3
47.71381,0
47.71381,3
48.21476,2
48.21476,4
48.65023,1
48.65023,2
49.13434,0
49.13434,3
49.56876,0
49.56876,3
50.08556,4
50.48685,1
50.99017,3
51.45753,0
51.94245,1
51.94245,2
52.41446,1
52.91515,3
53.36802,0
53.81866,4
54.28611,1
54.73695,3
55.22112,1
55.67165,2
56.12218,0
56.65636,1
57.10783,0
57.52761,4
57.99495,1
58.01183,0
58.46235,3
58.94583,1
59.41321,2
59.88486,1
59.88486,3
60.33903,3
60.85662,0
60.85662,1
61.32997,2
61.78123,0
62.26526,1
62.68251,1
63.1831,3
63.61697,1
64.08487,2
64.60193,6
65.06912,3
65.06912,4
65.50509,0
65.99001,4
66.50741,1
66.94128,3
67.40857,0
67.79216,2
68.32601,1
68.79329,3
69.17696,0
69.67767,4
70.14468,1
70.57875,3
71.09654,0
71.63065,2
72.06538,1
72.51612,3
73.00001,0
73.40038,0
73.65124,1
73.91857,2
74.16903,3
74.4357,4
75.34289,4
75.81024,0
76.27799,3
76.77908,1
77.21345,2
77.69759,5
78.21586,3
78.63332,0
79.13464,2
79.60187,1
80.0377,3
80.45519,0
80.92283,4
81.15643,3
81.42356,2
81.67398,1
81.94405,0
82.8121,0
83.29668,4
83.81416,1
84.28139,3
84.76513,2
85.14861,4
85.69883,1
86.14912,3
86.59943,0
87.11671,2
87.55044,1
88.00091,3
88.41868,0
88.66896,1
88.93567,2
89.20244,3
89.45267,4
